ts,bin_id,fill_pct,batt_v,temp_c,emptied,lat,lon
2025-12-10T12:26:36.807248,B008,15.8,3.29,34.1,True,6.9147,79.8731
2025-12-10T16:26:36.807248,B008,34.6,3.27,34.0,False,6.9147,79.8731
2025-12-10T20:26:36.807248,B008,48.5,3.29,30.6,False,6.9147,79.8731
2025-12-11T00:26:36.807248,B008,50.8,3.22,26.0,False,6.9147,79.8731
2025-12-11T04:26:36.807248,B008,55.5,3.3,29.3,False,6.9147,79.8731
2025-12-11T08:26:36.807248,B008,66.4,3.34,29.5,False,6.9147,79.8731
2025-12-11T12:26:36.807248,B008,90.6,3.22,36.0,False,6.9147,79.8731
2025-12-11T16:26:36.807248,B008,9.8,3.27,34.0,True,6.9147,79.8731
2025-12-11T20:26:36.807248,B008,18.1,3.3,29.1,False,6.9147,79.8731
2025-12-12T00:26:36.807248,B008,22.0,3.34,30.7,False,6.9147,79.8731
2025-12-12T04:26:36.807248,B008,25.0,3.25,32.9,False,6.9147,79.8731
2025-12-12T08:26:36.807248,B008,31.2,3.34,30.0,False,6.9147,79.8731
2025-12-12T12:26:36.807248,B008,44.9,3.33,33.6,False,6.9147,79.8731
2025-12-12T16:26:36.807248,B008,56.7,3.24,35.0,False,6.9147,79.8731
2025-12-12T20:26:36.807248,B008,66.8,3.31,31.1,False,6.9147,79.8731
2025-12-13T00:26:36.807248,B008,67.3,3.22,27.7,False,6.9147,79.8731
2025-11-13T04:26:36.807757,B009,21.7,4.0,27.8,False,6.8942,79.8553
2025-11-13T08:26:36.807757,B009,26.9,4.06,33.9,False,6.8942,79.8553
2025-11-13T12:26:36.807757,B009,36.8,3.98,35.6,False,6.8942,79.8553
2025-11-13T16:26:36.807757,B009,49.0,3.95,30.8,False,6.8942,79.8553
2025-11-13T20:26:36.807757,B009,52.9,4.04,32.8,False,6.8942,79.8553
2025-11-14T00:26:36.807757,B009,56.5,4.02,29.0,False,6.8942,79.8553
2025-11-14T04:26:36.807757,B009,55.7,4.07,32.8,False,6.8942,79.8553
2025-11-14T08:26:36.807757,B009,62.9,3.99,29.6,False,6.8942,79.8553
2025-11-14T12:26:36.807757,B009,76.7,3.92,33.8,False,6.8942,79.8553
2025-11-14T16:26:36.807757,B009,87.2,3.98,32.6,False,6.8942,79.8553
2025-11-14T20:26:36.807757,B009,23.9,3.97,32.2,True,6.8942,79.8553
2025-11-15T00:26:36.807757,B009,26.1,4.06,28.3,False,6.8942,79.8553
2025-11-15T04:26:36.807757,B009,25.6,3.99,30.4,False,6.8942,79.8553
2025-11-15T08:26:36.807757,B009,33.8,3.99,34.1,False,6.8942,79.8553
2025-11-15T12:26:36.807757,B009,42.4,4.02,32.8,False,6.8942,79.8553
2025-11-15T16:26:36.807757,B009,50.3,4.03,35.3,False,6.8942,79.8553
2025-11-15T20:26:36.807757,B009,58.6,3.94,28.5,False,6.8942,79.8553
2025-11-16T00:26:36.807757,B009,57.5,3.95,27.6,False,6.8942,79.8553
2025-11-16T04:26:36.807757,B009,61.6,3.95,31.6,False,6.8942,79.8553
2025-11-16T08:26:36.807757,B009,67.0,4.01,34.7,False,6.8942,79.8553
2025-11-16T12:26:36.807757,B009,71.7,3.97,34.9,False,6.8942,79.8553
2025-11-16T16:26:36.807757,B009,79.9,3.99,34.1,False,6.8942,79.8553
2025-11-16T20:26:36.807757,B009,85.6,3.87,31.5,False,6.8942,79.8553
2025-11-17T00:26:36.807757,B009,24.5,3.89,25.9,True,6.8942,79.8553
2025-11-17T04:26:36.807757,B009,24.5,3.91,30.0,False,6.8942,79.8553
2025-11-17T08:26:36.807757,B009,33.4,3.93,30.2,False,6.8942,79.8553
2025-11-17T12:26:36.807757,B009,46.8,3.99,33.0,False,6.8942,79.8553
2025-11-17T16:26:36.807757,B009,53.8,3.89,34.5,False,6.8942,79.8553
2025-11-17T20:26:36.807757,B009,59.4,4.0,33.6,False,6.8942,79.8553
2025-11-18T00:26:36.807757,B009,62.2,3.93,27.8,False,6.8942,79.8553
2025-11-18T04:26:36.807757,B009,62.3,3.99,32.7,False,6.8942,79.8553
2025-11-18T08:26:36.807757,B009,68.6,3.96,32.3,False,6.8942,79.8553
2025-11-18T12:26:36.807757,B009,80.4,3.9,33.0,False,6.8942,79.8553
2025-11-18T16:26:36.807757,B009,86.0,3.96,34.4,False,6.8942,79.8553
2025-11-18T20:26:36.807757,B009,15.9,3.92,30.8,True,6.8942,79.8553
2025-11-19T00:26:36.807757,B009,19.2,3.85,30.9,False,6.8942,79.8553
2025-11-19T04:26:36.807757,B009,17.0,3.88,29.9,False,6.8942,79.8553
2025-11-19T08:26:36.807757,B009,26.4,3.93,31.0,False,6.8942,79.8553
2025-11-19T12:26:36.807757,B009,33.2,3.89,34.9,False,6.8942,79.8553
2025-11-19T16:26:36.807757,B009,44.1,3.88,36.4,False,6.8942,79.8553
2025-11-19T20:26:36.807757,B009,49.2,3.93,31.9,False,6.8942,79.8553
2025-11-20T00:26:36.807757,B009,53.3,3.83,25.9,False,6.8942,79.8553
2025-11-20T04:26:36.807757,B009,56.8,3.91,29.5,False,6.8942,79.8553
2025-11-20T08:26:36.807757,B009,61.2,3.83,31.9,False,6.8942,79.8553
2025-11-20T12:26:36.807757,B009,70.0,3.8,34.2,False,6.8942,79.8553
2025-11-20T16:26:36.807757,B009,78.1,3.87,35.4,False,6.8942,79.8553
2025-11-20T20:26:36.807757,B009,88.9,3.81,29.6,False,6.8942,79.8553
2025-11-21T00:26:36.807757,B009,22.0,3.89,28.5,True,6.8942,79.8553
2025-11-21T04:26:36.807757,B009,25.7,3.88,32.1,False,6.8942,79.8553
2025-11-21T08:26:36.807757,B009,29.6,3.84,35.4,False,6.8942,79.8553
2025-11-21T12:26:36.807757,B009,41.2,3.82,33.5,False,6.8942,79.8553
2025-11-21T16:26:36.807757,B009,52.8,3.84,30.3,False,6.8942,79.8553
2025-11-21T20:26:36.807757,B009,59.7,3.87,32.8,False,6.8942,79.8553
2025-11-22T00:26:36.807757,B009,60.2,3.88,29.8,False,6.8942,79.8553
2025-11-22T04:26:36.807757,B009,63.7,3.92,28.0,False,6.8942,79.8553
2025-11-22T08:26:36.807757,B009,68.9,3.9,34.5,False,6.8942,79.8553
2025-11-22T12:26:36.807757,B009,76.7,3.83,34.2,False,6.8942,79.8553
2025-11-22T16:26:36.807757,B009,24.5,3.9,33.3,True,6.8942,79.8553
2025-11-22T20:26:36.807757,B009,33.1,3.82,31.8,False,6.8942,79.8553
2025-11-23T00:26:36.807757,B009,34.2,3.85,28.6,False,6.8942,79.8553
2025-11-23T04:26:36.807757,B009,32.7,3.85,28.2,False,6.8942,79.8553
2025-11-23T08:26:36.807757,B009,37.0,3.81,30.9,False,6.8942,79.8553
2025-11-23T12:26:36.807757,B009,47.2,3.84,32.4,False,6.8942,79.8553
2025-11-23T16:26:36.807757,B009,55.4,3.79,30.8,False,6.8942,79.8553
2025-11-23T20:26:36.807757,B009,62.5,3.83,30.9,False,6.8942,79.8553
2025-11-24T00:26:36.807757,B009,62.2,3.78,30.8,False,6.8942,79.8553
2025-11-24T04:26:36.807757,B009,65.3,3.77,30.0,False,6.8942,79.8553
2025-11-24T08:26:36.807757,B009,70.1,3.77,30.7,False,6.8942,79.8553
2025-11-24T12:26:36.807757,B009,77.7,3.81,32.9,False,6.8942,79.8553
2025-11-24T16:26:36.807757,B009,12.6,3.74,33.9,True,6.8942,79.8553
2025-11-24T20:26:36.807757,B009,21.6,3.77,29.8,False,6.8942,79.8553
2025-11-25T00:26:36.807757,B009,21.5,3.83,31.8,False,6.8942,79.8553
2025-11-25T04:26:36.807757,B009,26.4,3.72,31.7,False,6.8942,79.8553
2025-11-25T08:26:36.807757,B009,33.1,3.79,33.8,False,6.8942,79.8553
2025-11-25T12:26:36.807757,B009,45.7,3.82,34.0,False,6.8942,79.8553
2025-11-25T16:26:36.807757,B009,53.4,3.74,33.7,False,6.8942,79.8553
2025-11-25T20:26:36.807757,B009,62.2,3.75,33.7,False,6.8942,79.8553
2025-11-26T00:26:36.807757,B009,61.9,3.76,26.0,False,6.8942,79.8553
2025-11-26T04:26:36.807757,B009,62.8,3.79,31.0,False,6.8942,79.8553
2025-11-26T08:26:36.807757,B009,69.0,3.74,32.9,False,6.8942,79.8553
2025-11-26T12:26:36.807757,B009,79.3,3.78,32.7,False,6.8942,79.8553
2025-11-26T16:26:36.807757,B009,24.7,3.69,35.8,True,6.8942,79.8553
2025-11-26T20:26:36.807757,B009,30.8,3.82,31.8,False,6.8942,79.8553
2025-11-27T00:26:36.807757,B009,35.4,3.77,26.7,False,6.8942,79.8553
2025-11-27T04:26:36.807757,B009,37.6,3.76,30.5,False,6.8942,79.8553
2025-11-27T08:26:36.807757,B009,41.6,3.71,34.7,False,6.8942,79.8553
2025-11-27T12:26:36.807757,B009,53.5,3.72,35.6,False,6.8942,79.8553
2025-11-27T16:26:36.807757,B009,64.4,3.74,33.8,False,6.8942,79.8553
2025-11-27T20:26:36.807757,B009,75.1,3.67,31.7,False,6.8942,79.8553
2025-11-28T00:26:36.807757,B009,73.8,3.78,29.4,False,6.8942,79.8553
2025-11-28T04:26:36.807757,B009,76.2,3.74,32.8,False,6.8942,79.8553
2025-11-28T08:26:36.807757,B009,82.2,3.64,30.1,False,6.8942,79.8553
2025-11-28T12:26:36.807757,B009,13.5,3.67,35.3,True,6.8942,79.8553
2025-11-28T16:26:36.807757,B009,22.8,3.77,33.6,False,6.8942,79.8553
2025-11-28T20:26:36.807757,B009,29.1,3.69,31.4,False,6.8942,79.8553
2025-11-29T00:26:36.807757,B009,32.8,3.69,29.8,False,6.8942,79.8553
2025-11-29T04:26:36.807757,B009,31.8,3.65,30.2,False,6.8942,79.8553
2025-11-29T08:26:36.807757,B009,38.8,3.77,31.4,False,6.8942,79.8553
2025-11-29T12:26:36.807757,B009,42.8,3.73,35.5,False,6.8942,79.8553
2025-11-29T16:26:36.807757,B009,53.5,3.75,31.1,False,6.8942,79.8553
2025-11-29T20:26:36.807757,B009,61.0,3.65,34.1,False,6.8942,79.8553
2025-11-30T00:26:36.807757,B009,65.4,3.73,27.9,False,6.8942,79.8553
2025-11-30T04:26:36.807757,B009,66.1,3.76,30.2,False,6.8942,79.8553
2025-11-30T08:26:36.807757,B009,75.3,3.62,29.5,False,6.8942,79.8553
2025-11-30T12:26:36.807757,B009,81.7,3.69,36.6,False,6.8942,79.8553
2025-11-30T16:26:36.807757,B009,89.7,3.65,34.3,False,6.8942,79.8553
2025-11-30T20:26:36.807757,B009,23.0,3.6,30.6,True,6.8942,79.8553
2025-12-01T00:26:36.807757,B009,25.9,3.7,27.8,False,6.8942,79.8553
2025-12-01T04:26:36.807757,B009,27.7,3.69,30.6,False,6.8942,79.8553
2025-12-01T08:26:36.807757,B009,31.1,3.71,32.2,False,6.8942,79.8553
2025-12-01T12:26:36.807757,B009,45.2,3.71,31.6,False,6.8942,79.8553
2025-12-01T16:26:36.807757,B009,57.8,3.73,35.1,False,6.8942,79.8553
2025-12-01T20:26:36.807757,B009,59.6,3.62,30.2,False,6.8942,79.8553
2025-12-02T00:26:36.807757,B009,63.5,3.67,29.6,False,6.8942,79.8553
2025-12-02T04:26:36.807757,B009,62.8,3.7,30.2,False,6.8942,79.8553
2025-12-02T08:26:36.807757,B009,71.1,3.66,30.6,False,6.8942,79.8553
2025-12-02T12:26:36.807757,B009,83.0,3.65,35.2,False,6.8942,79.8553
2025-12-02T16:26:36.807757,B009,18.7,3.63,32.4,True,6.8942,79.8553
2025-12-02T20:26:36.807757,B009,26.7,3.66,31.2,False,6.8942,79.8553
2025-12-03T00:26:36.807757,B009,28.9,3.63,27.3,False,6.8942,79.8553
2025-12-03T04:26:36.807757,B009,30.8,3.55,30.5,False,6.8942,79.8553
2025-12-03T08:26:36.807757,B009,38.8,3.61,33.3,False,6.8942,79.8553
2025-12-03T12:26:36.807757,B009,50.6,3.67,30.1,False,6.8942,79.8553
2025-12-03T16:26:36.807757,B009,61.2,3.57,34.3,False,6.8942,79.8553
2025-12-03T20:26:36.807757,B009,68.8,3.59,32.6,False,6.8942,79.8553
2025-12-04T00:26:36.807757,B009,70.0,3.58,27.0,False,6.8942,79.8553
2025-12-04T04:26:36.807757,B009,75.4,3.66,29.3,False,6.8942,79.8553
2025-12-04T08:26:36.807757,B009,79.4,3.64,31.5,False,6.8942,79.8553
2025-12-04T12:26:36.807757,B009,91.9,3.55,32.1,False,6.8942,79.8553
2025-12-04T16:26:36.807757,B009,15.1,3.59,33.0,True,6.8942,79.8553
2025-12-04T20:26:36.807757,B009,23.8,3.62,29.6,False,6.8942,79.8553
2025-12-05T00:26:36.807757,B009,25.4,3.57,32.2,False,6.8942,79.8553
2025-12-05T04:26:36.807757,B009,29.5,3.52,31.1,False,6.8942,79.8553
2025-12-05T08:26:36.807757,B009,37.5,3.58,33.2,False,6.8942,79.8553
2025-12-05T12:26:36.807757,B009,50.9,3.54,34.7,False,6.8942,79.8553
2025-12-05T16:26:36.807757,B009,60.7,3.6,34.9,False,6.8942,79.8553
2025-12-05T20:26:36.807757,B009,66.4,3.64,33.5,False,6.8942,79.8553
2025-12-06T00:26:36.807757,B009,70.1,3.51,27.8,False,6.8942,79.8553
2025-12-06T04:26:36.807757,B009,71.2,3.56,29.4,False,6.8942,79.8553
2025-12-06T08:26:36.807757,B009,77.0,3.52,33.2,False,6.8942,79.8553
2025-12-06T12:26:36.807757,B009,83.7,3.59,33.3,False,6.8942,79.8553
2025-12-06T16:26:36.807757,B009,90.5,3.51,35.4,False,6.8942,79.8553
2025-12-06T20:26:36.807757,B009,15.9,3.47,29.8,True,6.8942,79.8553
2025-12-07T00:26:36.807757,B009,18.8,3.56,25.9,False,6.8942,79.8553
2025-12-07T04:26:36.807757,B009,19.1,3.62,31.6,False,6.8942,79.8553
2025-12-07T08:26:36.807757,B009,24.4,3.49,34.0,False,6.8942,79.8553
2025-12-07T12:26:36.807757,B009,32.6,3.46,33.6,False,6.8942,79.8553
2025-12-07T16:26:36.807757,B009,43.8,3.61,36.7,False,6.8942,79.8553
2025-12-07T20:26:36.807757,B009,50.4,3.5,31.9,False,6.8942,79.8553
2025-12-08T00:26:36.807757,B009,53.6,3.45,30.7,False,6.8942,79.8553
2025-12-08T04:26:36.807757,B009,56.5,3.51,29.5,False,6.8942,79.8553
2025-12-08T08:26:36.807757,B009,61.4,3.54,31.6,False,6.8942,79.8553
2025-12-08T12:26:36.807757,B009,75.6,3.57,32.4,False,6.8942,79.8553
2025-12-08T16:26:36.807757,B009,85.5,3.58,31.1,False,6.8942,79.8553
2025-12-08T20:26:36.807757,B009,92.4,3.44,34.3,False,6.8942,79.8553
2025-12-09T00:26:36.807757,B009,22.6,3.48,27.7,True,6.8942,79.8553
2025-12-09T04:26:36.807757,B009,24.7,3.44,27.8,False,6.8942,79.8553
2025-12-09T08:26:36.807757,B009,29.3,3.55,31.4,False,6.8942,79.8553
2025-12-09T12:26:36.807757,B009,38.5,3.55,33.9,False,6.8942,79.8553
2025-12-09T16:26:36.807757,B009,47.2,3.43,35.7,False,6.8942,79.8553
2025-12-09T20:26:36.807757,B009,59.9,3.54,30.1,False,6.8942,79.8553
2025-12-10T00:26:36.807757,B009,64.0,3.53,27.1,False,6.8942,79.8553
2025-12-10T04:26:36.807757,B009,65.4,3.53,28.7,False,6.8942,79.8553
2025-12-10T08:26:36.807757,B009,71.0,3.51,28.8,False,6.8942,79.8553
2025-12-10T12:26:36.807757,B009,82.8,3.47,34.1,False,6.8942,79.8553
2025-12-10T16:26:36.807757,B009,12.4,3.52,33.9,True,6.8942,79.8553
2025-12-10T20:26:36.807757,B009,20.8,3.46,31.4,False,6.8942,79.8553
2025-12-11T00:26:36.807757,B009,24.5,3.44,31.0,False,6.8942,79.8553
2025-12-11T04:26:36.807757,B009,25.9,3.47,30.0,False,6.8942,79.8553
2025-12-11T08:26:36.807757,B009,31.3,3.4,31.1,False,6.8942,79.8553
2025-12-11T12:26:36.807757,B009,40.8,3.52,32.5,False,6.8942,79.8553
2025-12-11T16:26:36.807757,B009,50.1,3.42,33.1,False,6.8942,79.8553
2025-12-11T20:26:36.807757,B009,58.5,3.49,32.9,False,6.8942,79.8553
2025-12-12T00:26:36.807757,B009,57.1,3.42,28.1,False,6.8942,79.8553
2025-12-12T04:26:36.807757,B009,58.8,3.44,28.7,False,6.8942,79.8553
2025-12-12T08:26:36.807757,B009,66.3,3.52,30.0,False,6.8942,79.8553
2025-12-12T12:26:36.807757,B009,74.6,3.42,34.9,False,6.8942,79.8553
2025-12-12T16:26:36.807757,B009,83.1,3.4,37.3,False,6.8942,79.8553
2025-12-12T20:26:36.807757,B009,87.1,3.5,30.6,False,6.8942,79.8553
2025-12-13T00:26:36.807757,B009,90.5,3.42,26.0,False,6.8942,79.8553
2025-11-13T04:26:36.808287,B010,38.2,3.9,29.9,False,6.8868,79.8572
2025-11-13T08:26:36.808287,B010,46.4,3.84,32.8,False,6.8868,79.8572
2025-11-13T12:26:36.808287,B010,54.2,3.86,33.8,False,6.8868,79.8572
2025-11-13T16:26:36.808287,B010,65.1,3.79,32.4,False,6.8868,79.8572
2025-11-13T20:26:36.808287,B010,76.1,3.81,30.7,False,6.8868,79.8572
2025-11-14T00:26:36.808287,B010,79.4,3.81,27.0,False,6.8868,79.8572
2025-11-14T04:26:36.808287,B010,78.9,3.8,32.1,False,6.8868,79.8572
2025-11-14T08:26:36.808287,B010,9.2,3.78,31.4,True,6.8868,79.8572
2025-11-14T12:26:36.808287,B010,23.1,3.78,35.4,False,6.8868,79.8572
2025-11-14T16:26:36.808287,B010,30.4,3.81,32.5,False,6.8868,79.8572
2025-11-14T20:26:36.808287,B010,38.5,3.86,34.8,False,6.8868,79.8572
2025-11-15T00:26:36.808287,B010,38.1,3.84,29.9,False,6.8868,79.8572
2025-11-15T04:26:36.808287,B010,38.9,3.75,32.0,False,6.8868,79.8572
2025-11-15T08:26:36.808287,B010,44.1,3.85,31.6,False,6.8868,79.8572
2025-11-15T12:26:36.808287,B010,54.3,3.76,33.9,False,6.8868,79.8572
2025-11-15T16:26:36.808287,B010,66.0,3.81,36.5,False,6.8868,79.8572
2025-11-15T20:26:36.808287,B010,74.9,3.72,30.8,False,6.8868,79.8572
2025-11-16T00:26:36.808287,B010,75.2,3.77,30.2,False,6.8868,79.8572
2025-11-16T04:26:36.808287,B010,76.6,3.76,29.2,False,6.8868,79.8572
2025-11-16T08:26:36.808287,B010,83.1,3.73,30.0,False,6.8868,79.8572
2025-11-16T12:26:36.808287,B010,21.3,3.8,35.8,True,6.8868,79.8572
2025-11-16T16:26:36.808287,B010,31.5,3.74,32.3,False,6.8868,79.8572
2025-11-16T20:26:36.808287,B010,40.7,3.7,33.2,False,6.8868,79.8572
2025-11-17T00:26:36.808287,B010,43.5,3.67,29.9,False,6.8868,79.8572
2025-11-17T04:26:36.808287,B010,45.3,3.69,27.8,False,6.8868,79.8572
2025-11-17T08:26:36.808287,B010,54.3,3.82,29.5,False,6.8868,79.8572
2025-11-17T12:26:36.808287,B010,62.0,3.74,37.0,False,6.8868,79.8572
2025-11-17T16:26:36.808287,B010,76.9,3.77,31.6,False,6.8868,79.8572
2025-11-17T20:26:36.808287,B010,86.1,3.71,34.2,False,6.8868,79.8572
2025-11-18T00:26:36.808287,B010,85.6,3.81,29.6,False,6.8868,79.8572
2025-11-18T04:26:36.808287,B010,89.7,3.72,27.6,False,6.8868,79.8572
2025-11-18T08:26:36.808287,B010,13.3,3.71,33.6,True,6.8868,79.8572
2025-11-18T12:26:36.808287,B010,27.1,3.77,32.0,False,6.8868,79.8572
2025-11-18T16:26:36.808287,B010,35.9,3.73,34.9,False,6.8868,79.8572
2025-11-18T20:26:36.808287,B010,46.4,3.65,31.9,False,6.8868,79.8572
2025-11-19T00:26:36.808287,B010,49.2,3.68,26.6,False,6.8868,79.8572
2025-11-19T04:26:36.808287,B010,50.0,3.77,27.5,False,6.8868,79.8572
2025-11-19T08:26:36.808287,B010,64.8,3.74,29.9,False,6.8868,79.8572
2025-11-19T12:26:36.808287,B010,74.0,3.74,33.8,False,6.8868,79.8572
2025-11-19T16:26:36.808287,B010,13.3,3.78,34.6,True,6.8868,79.8572
2025-11-19T20:26:36.808287,B010,24.4,3.72,33.7,False,6.8868,79.8572
2025-11-20T00:26:36.808287,B010,25.8,3.69,25.4,False,6.8868,79.8572
2025-11-20T04:26:36.808287,B010,27.9,3.75,30.1,False,6.8868,79.8572
2025-11-20T08:26:36.808287,B010,30.2,3.63,32.9,False,6.8868,79.8572
2025-11-20T12:26:36.808287,B010,39.9,3.71,34.3,False,6.8868,79.8572
2025-11-20T16:26:36.808287,B010,45.7,3.7,36.7,False,6.8868,79.8572
2025-11-20T20:26:36.808287,B010,54.9,3.74,29.7,False,6.8868,79.8572
2025-11-21T00:26:36.808287,B010,55.9,3.75,30.0,False,6.8868,79.8572
2025-11-21T04:26:36.808287,B010,59.4,3.74,29.6,False,6.8868,79.8572
2025-11-21T08:26:36.808287,B010,63.8,3.72,28.9,False,6.8868,79.8572
2025-11-21T12:26:36.808287,B010,70.1,3.71,35.1,False,6.8868,79.8572
2025-11-21T16:26:36.808287,B010,83.3,3.7,34.3,False,6.8868,79.8572
2025-11-21T20:26:36.808287,B010,23.6,3.69,28.9,True,6.8868,79.8572
2025-11-22T00:26:36.808287,B010,24.5,3.73,27.0,False,6.8868,79.8572
2025-11-22T04:26:36.808287,B010,28.0,3.59,31.6,False,6.8868,79.8572
2025-11-22T08:26:36.808287,B010,34.4,3.65,29.9,False,6.8868,79.8572
2025-11-22T12:26:36.808287,B010,39.5,3.6,32.7,False,6.8868,79.8572
2025-11-22T16:26:36.808287,B010,52.7,3.6,33.9,False,6.8868,79.8572
2025-11-22T20:26:36.808287,B010,55.9,3.7,28.8,False,6.8868,79.8572
2025-11-23T00:26:36.808287,B010,59.7,3.61,30.0,False,6.8868,79.8572
2025-11-23T04:26:36.808287,B010,59.9,3.55,30.6,False,6.8868,79.8572
2025-11-23T08:26:36.808287,B010,63.9,3.67,31.2,False,6.8868,79.8572
2025-11-23T12:26:36.808287,B010,84.3,3.62,36.0,False,6.8868,79.8572
2025-11-23T16:26:36.808287,B010,15.6,3.61,34.6,True,6.8868,79.8572
2025-11-23T20:26:36.808287,B010,23.8,3.65,32.1,False,6.8868,79.8572
2025-11-24T00:26:36.808287,B010,24.7,3.63,30.6,False,6.8868,79.8572
2025-11-24T04:26:36.808287,B010,30.5,3.58,27.7,False,6.8868,79.8572
2025-11-24T08:26:36.808287,B010,32.4,3.53,34.5,False,6.8868,79.8572
2025-11-24T12:26:36.808287,B010,49.6,3.6,35.3,False,6.8868,79.8572
2025-11-24T16:26:36.808287,B010,53.9,3.65,33.6,False,6.8868,79.8572
2025-11-24T20:26:36.808287,B010,65.1,3.56,34.6,False,6.8868,79.8572
2025-11-25T00:26:36.808287,B010,68.6,3.52,26.9,False,6.8868,79.8572
2025-11-25T04:26:36.808287,B010,69.4,3.63,30.4,False,6.8868,79.8572
2025-11-25T08:26:36.808287,B010,79.8,3.6,31.0,False,6.8868,79.8572
2025-11-25T12:26:36.808287,B010,24.0,3.65,30.6,True,6.8868,79.8572
2025-11-25T16:26:36.808287,B010,38.0,3.65,33.6,False,6.8868,79.8572
2025-11-25T20:26:36.808287,B010,47.7,3.54,32.0,False,6.8868,79.8572
2025-11-26T00:26:36.808287,B010,49.1,3.58,25.6,False,6.8868,79.8572
2025-11-26T04:26:36.808287,B010,54.3,3.51,28.5,False,6.8868,79.8572
2025-11-26T08:26:36.808287,B010,60.7,3.63,33.1,False,6.8868,79.8572
2025-11-26T12:26:36.808287,B010,64.7,3.61,33.5,False,6.8868,79.8572
2025-11-26T16:26:36.808287,B010,79.1,3.64,36.2,False,6.8868,79.8572
2025-11-26T20:26:36.808287,B010,16.4,3.57,35.5,True,6.8868,79.8572
2025-11-27T00:26:36.808287,B010,16.6,3.63,28.3,False,6.8868,79.8572
2025-11-27T04:26:36.808287,B010,17.9,3.53,30.3,False,6.8868,79.8572
2025-11-27T08:26:36.808287,B010,27.2,3.6,34.0,False,6.8868,79.8572
2025-11-27T12:26:36.808287,B010,53.3,3.62,36.2,False,6.8868,79.8572
2025-11-27T16:26:36.808287,B010,65.8,3.57,31.9,False,6.8868,79.8572
2025-11-27T20:26:36.808287,B010,71.2,3.5,32.1,False,6.8868,79.8572
2025-11-28T00:26:36.808287,B010,73.5,3.49,28.2,False,6.8868,79.8572
2025-11-28T04:26:36.808287,B010,78.1,3.58,32.5,False,6.8868,79.8572
2025-11-28T08:26:36.808287,B010,85.2,3.53,34.5,False,6.8868,79.8572
2025-11-28T12:26:36.808287,B010,17.7,3.56,33.3,True,6.8868,79.8572
2025-11-28T16:26:36.808287,B010,28.7,3.57,35.5,False,6.8868,79.8572
2025-11-28T20:26:36.808287,B010,32.5,3.52,32.6,False,6.8868,79.8572
2025-11-29T00:26:36.808287,B010,35.0,3.48,29.5,False,6.8868,79.8572
2025-11-29T04:26:36.808287,B010,38.9,3.44,30.5,False,6.8868,79.8572
2025-11-29T08:26:36.808287,B010,45.5,3.47,33.9,False,6.8868,79.8572
2025-11-29T12:26:36.808287,B010,50.0,3.55,34.2,False,6.8868,79.8572
2025-11-29T16:26:36.808287,B010,55.4,3.56,36.3,False,6.8868,79.8572
2025-11-29T20:26:36.808287,B010,67.2,3.55,32.5,False,6.8868,79.8572
2025-11-30T00:26:36.808287,B010,68.6,3.48,24.6,False,6.8868,79.8572
2025-11-30T04:26:36.808287,B010,72.9,3.5,27.6,False,6.8868,79.8572
2025-11-30T08:26:36.808287,B010,76.1,3.56,33.6,False,6.8868,79.8572
2025-11-30T12:26:36.808287,B010,85.1,3.46,35.6,False,6.8868,79.8572
2025-11-30T16:26:36.808287,B010,22.1,3.51,37.1,True,6.8868,79.8572
2025-11-30T20:26:36.808287,B010,30.5,3.44,34.0,False,6.8868,79.8572
2025-12-01T00:26:36.808287,B010,28.7,3.55,29.6,False,6.8868,79.8572
2025-12-01T04:26:36.808287,B010,32.7,3.5,30.1,False,6.8868,79.8572
2025-12-01T08:26:36.808287,B010,39.5,3.55,29.7,False,6.8868,79.8572
2025-12-01T12:26:36.808287,B010,47.7,3.48,33.4,False,6.8868,79.8572
2025-12-01T16:26:36.808287,B010,61.0,3.47,33.7,False,6.8868,79.8572
2025-12-01T20:26:36.808287,B010,71.0,3.41,29.3,False,6.8868,79.8572
2025-12-02T00:26:36.808287,B010,71.5,3.45,28.7,False,6.8868,79.8572
2025-12-02T04:26:36.808287,B010,74.7,3.4,32.8,False,6.8868,79.8572
2025-12-02T08:26:36.808287,B010,85.9,3.5,31.8,False,6.8868,79.8572
2025-12-02T12:26:36.808287,B010,9.4,3.37,34.0,True,6.8868,79.8572
2025-12-02T16:26:36.808287,B010,24.1,3.4,33.5,False,6.8868,79.8572
2025-12-02T20:26:36.808287,B010,29.3,3.5,28.6,False,6.8868,79.8572
2025-12-03T00:26:36.808287,B010,32.8,3.47,29.2,False,6.8868,79.8572
2025-12-03T04:26:36.808287,B010,35.5,3.41,33.2,False,6.8868,79.8572
2025-12-03T08:26:36.808287,B010,42.7,3.45,34.0,False,6.8868,79.8572
2025-12-03T12:26:36.808287,B010,47.7,3.45,33.2,False,6.8868,79.8572
2025-12-03T16:26:36.808287,B010,58.1,3.49,33.0,False,6.8868,79.8572
2025-12-03T20:26:36.808287,B010,69.5,3.37,30.9,False,6.8868,79.8572
2025-12-04T00:26:36.808287,B010,73.8,3.37,28.3,False,6.8868,79.8572
2025-12-04T04:26:36.808287,B010,73.0,3.48,29.8,False,6.8868,79.8572
2025-12-04T08:26:36.808287,B010,80.0,3.43,32.8,False,6.8868,79.8572
